Evaluacion;Año;FP;Eva_;Eva_E;Fecha;Time_E;Time_;Parcela;Surco_1;Surco;Arbol_1;Arbol;Rep;Nudos;Htotal;Htotal_t;Hroya;Inc_promedio;Def_calculada;Sev_total;Severidad;Sev_condicional
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;9;12;2;9;10;18;5;50;44,44;8;0,8;1,6
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;9;12;3;10;11;20;3;27,27;45;5,5;0,5;1,83
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;7;13;1;13;17;26;8;47,06;34,62;5,9;0,35;0,74
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;7;13;2;8;10;16;7;70;37,5;6;0,6;0,86
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;7;13;3;9;11;18;4;36,36;38,89;6,5;0,59;1,63
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;5;14;1;11;11;22;6;54,55;50;3,3;0,3;0,55
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;5;14;2;10;10;20;2;20;50;3;0,3;1,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;5;14;3;12;11;24;2;18,18;54,17;2,5;0,23;1,25
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;4;15;1;8;6;16;3;50;62,5;1,4;0,23;0,47
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;4;15;2;8;7;16;2;28,57;56,25;1;0,14;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;4;15;3;9;12;18;4;33,33;33,33;3;0,25;0,75
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;3;16;1;10;8;20;3;37,5;60;0,9;0,11;0,3
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;3;16;2;8;9;16;1;11,11;43,75;0,5;0,06;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;3;16;3;9;10;18;2;20;44,44;1,5;0,15;0,75
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;2;17;1;12;13;24;4;30,77;45,83;1;0,08;0,25
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;2;17;2;13;15;26;3;20;42,31;1,5;0,1;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;2;17;3;12;13;24;4;30,77;45,83;3,5;0,27;0,88
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;1;18;1;11;11;22;5;45,45;50;0,6;0,05;0,12
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;1;18;2;8;7;16;2;28,57;56,25;0,8;0,11;0,4
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;2;B;1;18;3;7;8;14;1;12,5;42,86;1;0,13;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;1;19;1;9;10;18;4;40;44,44;2,7;0,27;0,68
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;1;19;2;8;9;16;2;22,22;43,75;1;0,11;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;1;19;3;8;10;16;4;40;37,5;5,5;0,55;1,38
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;2;20;1;9;12;18;4;33,33;33,33;2,8;0,23;0,7
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;2;20;2;9;8;18;1;12,5;55,56;2;0,25;2
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;2;20;3;8;10;16;2;20;37,5;1,5;0,15;0,75
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;3;21;1;8;12;16;2;16,67;25;0,3;0,03;0,15
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;3;21;2;10;8;20;1;12,5;60;0,3;0,04;0,3
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;3;21;3;6;10;12;3;30;16,67;2,5;0,25;0,83
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;4;22;1;10;8;20;4;50;60;1;0,13;0,25
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;4;22;2;8;7;16;2;28,57;56,25;2;0,29;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;4;22;3;9;11;18;4;36,36;38,89;6;0,55;1,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;5;23;1;7;8;14;3;37,5;42,86;0,9;0,11;0,3
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;5;23;2;8;9;16;1;11,11;43,75;0,4;0,04;0,4
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;5;23;3;7;9;14;4;44,44;35,71;2,5;0,28;0,63
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;6;24;1;7;11;14;3;27,27;21,43;0,9;0,08;0,3
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;6;24;2;11;10;22;4;40;54,55;2,3;0,23;0,58
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;6;24;3;9;9;18;8;88,89;50;11;1,22;1,38
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;7;25;1;8;11;16;3;27,27;31,25;1,7;0,15;0,57
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;7;25;2;8;8;16;4;50;50;3,3;0,41;0,83
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;7;25;3;9;10;18;5;50;44,44;3,6;0,36;0,72
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;8;26;1;8;11;16;5;45,45;31,25;1,8;0,16;0,36
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;8;26;2;10;11;20;1;9,09;45;1;0,09;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;8;26;3;10;10;20;2;20;50;1,5;0,15;0,75
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;9;27;1;8;11;16;2;18,18;31,25;0,2;0,02;0,1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;9;27;2;9;9;18;2;22,22;50;0,7;0,08;0,35
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;9;27;3;10;14;20;2;14,29;30;1;0,07;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;10;28;1;7;11;14;2;18,18;21,43;0,2;0,02;0,1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;10;28;2;8;11;16;1;9,09;31,25;0,5;0,05;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;3;C;10;28;3;6;8;12;7;87,5;33,33;8;1;1,14
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;10;29;1;9;10;18;4;40;44,44;1,3;0,13;0,33
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;10;29;2;10;11;20;2;18,18;45;1,5;0,14;0,75
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;10;29;3;16;16;32;3;18,75;50;1,2;0,08;0,4
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;9;30;1;10;11;20;4;36,36;45;0,7;0,06;0,18
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;9;30;2;10;11;20;3;27,27;45;4,5;0,41;1,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;9;30;3;6;8;12;5;62,5;33,33;4,5;0,56;0,9
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;7;31;1;9;13;18;3;23,08;27,78;0,7;0,05;0,23
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;7;31;2;8;14;16;9;64,29;12,5;10,5;0,75;1,17
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;7;31;3;12;12;24;3;25;50;3;0,25;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;6;32;1;10;14;20;3;21,43;30;0,3;0,02;0,1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;6;32;2;8;8;16;1;12,5;50;1,5;0,19;1,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;6;32;3;11;13;22;2;15,38;40,91;1;0,08;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;5;33;1;10;10;20;6;60;50;3;0,3;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;5;33;2;8;10;16;1;10;37,5;0,5;0,05;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;5;33;3;8;9;16;4;44,44;43,75;2,9;0,32;0,73
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;3;34;1;7;10;14;5;50;28,57;1;0,1;0,2
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;3;34;2;7;9;14;3;33,33;35,71;0,6;0,07;0,2
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;3;34;3;9;11;18;2;18,18;38,89;1;0,09;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;2;35;1;16;23;32;6;26,09;28,13;1,7;0,07;0,28
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;2;35;2;15;25;30;3;12;16,67;3,8;0,15;1,27
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;2;35;3;11;13;22;2;15,38;40,91;1;0,08;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;1;36;1;9;10;18;2;20;44,44;0,7;0,07;0,35
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;1;36;2;9;10;18;3;30;44,44;2,5;0,25;0,83
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;4;D;1;36;3;9;11;18;2;18,18;38,89;0,4;0,04;0,2
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;1;37;1;9;10;18;4;40;44,44;1,3;0,13;0,33
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;1;37;2;9;10;18;3;30;44,44;3,5;0,35;1,17
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;1;37;3;16;20;32;6;30;37,5;3,5;0,18;0,58
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;4;38;1;9;10;18;6;60;44,44;2,5;0,25;0,42
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;4;38;2;10;13;20;5;38,46;35;1,8;0,14;0,36
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;4;38;3;13;9;26;6;66,67;65,38;13,9;1,54;2,32
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;5;39;1;9;12;18;2;16,67;33,33;0,4;0,03;0,2
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;5;39;2;9;10;18;3;30;44,44;4;0,4;1,33
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;5;39;3;8;9;16;4;44,44;43,75;9,3;1,03;2,33
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;6;40;1;7;8;14;4;50;42,86;0,4;0,05;0,1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;6;40;2;9;10;18;4;40;44,44;3,5;0,35;0,88
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;6;40;3;7;7;14;2;28,57;50;1,3;0,19;0,65
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;7;41;1;11;12;22;5;41,67;45,45;2;0,17;0,4
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;7;41;2;9;14;18;5;35,71;22,22;5;0,36;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;7;41;3;10;8;20;3;37,5;60;7,5;0,94;2,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;8;42;1;18;24;36;3;12,5;33,33;0,5;0,02;0,17
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;8;42;2;10;11;20;1;9,09;45;1;0,09;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;8;42;3;12;19;24;4;21,05;20,83;3;0,16;0,75
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;9;43;1;7;10;14;4;40;28,57;1,3;0,13;0,33
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;9;43;2;11;6;22;1;16,67;72,73;1;0,17;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;9;43;3;8;8;16;2;25;50;1;0,13;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;10;44;1;8;8;16;4;50;50;0,6;0,08;0,15
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;10;44;2;9;7;18;1;14,29;61,11;1;0,14;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;5;E;10;44;3;8;7;16;1;14,29;56,25;0,5;0,07;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;10;45;1;8;7;16;2;28,57;56,25;0,2;0,03;0,1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;10;45;2;7;9;14;0;0;35,71;0;0;0
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;10;45;3;7;7;14;3;42,86;50;3;0,43;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;9;46;1;7;7;14;3;42,86;50;0,9;0,13;0,3
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;9;46;2;11;9;22;2;22,22;59,09;2;0,22;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;9;46;3;7;8;14;1;12,5;42,86;0,2;0,03;0,2
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;6;47;1;10;10;20;3;30;50;1,3;0,13;0,43
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;6;47;2;11;14;22;3;21,43;36,36;6;0,43;2
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;6;47;3;19;23;38;4;17,39;39,47;2,5;0,11;0,63
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;5;48;1;10;11;20;4;36,36;45;2,1;0,19;0,53
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;5;48;2;8;9;16;4;44,44;43,75;4,5;0,5;1,13
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;5;48;3;10;9;20;3;33,33;55;1,8;0,2;0,6
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;4;49;1;8;12;16;3;25;25;0,5;0,04;0,17
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;4;49;2;6;8;12;2;25;33,33;1;0,13;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;4;49;3;8;11;16;3;27,27;31,25;2;0,18;0,67
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;3;50;1;8;10;16;7;70;37,5;3,8;0,38;0,54
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;3;50;2;7;8;14;4;50;42,86;3;0,38;0,75
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;3;50;3;9;11;18;2;18,18;38,89;1,5;0,14;0,75
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;2;51;1;8;7;16;2;28,57;56,25;1,1;0,16;0,55
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;2;51;2;9;5;18;3;60;72,22;3,5;0,7;1,17
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;2;51;3;8;9;16;5;55,56;43,75;8,5;0,94;1,7
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;1;52;1;10;14;20;4;28,57;30;3,3;0,24;0,83
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;1;52;2;9;9;18;3;33,33;50;3;0,33;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;6;F;1;52;3;6;9;12;1;11,11;25;1;0,11;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;1;53;1;12;14;24;4;28,57;41,67;0,8;0,06;0,2
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;1;53;2;9;13;18;2;15,38;27,78;2;0,15;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;1;53;3;12;14;24;2;14,29;41,67;1;0,07;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;2;54;1;9;8;18;2;25;55,56;0,4;0,05;0,2
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;2;54;2;9;12;18;1;8,33;33,33;0,3;0,03;0,3
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;2;54;3;10;6;20;1;16,67;70;0,2;0,03;0,2
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;3;55;1;11;13;22;4;30,77;40,91;1,9;0,15;0,48
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;3;55;2;9;10;18;4;40;44,44;4,5;0,45;1,13
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;3;55;3;11;9;22;2;22,22;59,09;2,5;0,28;1,25
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;4;56;1;8;7;16;2;28,57;56,25;0,2;0,03;0,1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;4;56;2;8;7;16;2;28,57;56,25;0,7;0,1;0,35
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;4;56;3;9;8;18;1;12,5;55,56;1;0,13;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;7;57;1;12;13;24;6;46,15;45,83;4,9;0,38;0,82
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;7;57;2;11;19;22;5;26,32;13,64;3,5;0,18;0,7
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;7;57;3;11;10;22;7;70;54,55;9;0,9;1,29
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;9;58;1;9;5;18;1;20;72,22;0,1;0,02;0,1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;9;58;2;8;7;16;1;14,29;56,25;0,5;0,07;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;9;58;3;10;10;20;2;20;50;1;0,1;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;10;59;1;8;9;16;4;44,44;43,75;2,5;0,28;0,63
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;10;59;2;10;11;20;1;9,09;45;1;0,09;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;7;G;10;59;3;14;14;28;5;35,71;50;3;0,21;0,6
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;10;60;1;7;9;14;3;33,33;35,71;3,2;0,36;1,07
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;10;60;2;5;8;10;0;0;20;0;0;0
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;10;60;3;11;17;22;1;5,88;22,73;1;0,06;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;9;61;1;14;13;28;3;23,08;53,57;2,5;0,19;0,83
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;9;61;2;8;7;16;3;42,86;56,25;1,3;0,19;0,43
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;9;61;3;7;11;14;0;0;21,43;0;0;0
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;8;62;1;6;7;12;4;57,14;41,67;1,8;0,26;0,45
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;8;62;2;8;6;16;3;50;62,5;2,5;0,42;0,83
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;8;62;3;10;7;20;5;71,43;65;4;0,57;0,8
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;7;63;1;9;11;18;2;18,18;38,89;0,3;0,03;0,15
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;7;63;2;8;10;16;2;20;37,5;1;0,1;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;7;63;3;8;7;16;1;14,29;56,25;1;0,14;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;5;64;1;7;11;14;2;18,18;21,43;0,2;0,02;0,1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;5;64;2;13;11;26;5;45,45;57,69;8,5;0,77;1,7
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;5;64;3;11;11;22;3;27,27;50;2;0,18;0,67
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;4;65;1;7;12;14;4;33,33;14,29;0,4;0,03;0,1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;4;65;2;11;13;22;5;38,46;40,91;3;0,23;0,6
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;4;65;3;11;14;22;2;14,29;36,36;0,6;0,04;0,3
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;3;66;1;7;8;14;4;50;42,86;0,6;0,08;0,15
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;3;66;2;9;11;18;2;18,18;38,89;1,3;0,12;0,65
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;3;66;3;11;11;22;3;27,27;50;2;0,18;0,67
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;2;67;1;9;9;18;0;0;50;0;0;0
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;2;67;2;7;7;14;3;42,86;50;7;1;2,33
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;2;67;3;9;8;18;2;25;55,56;1,5;0,19;0,75
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;1;68;1;10;6;20;0;0;70;0;0;0
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;1;68;2;11;12;22;1;8,33;45,45;0,5;0,04;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;8;H;1;68;3;8;11;16;3;27,27;31,25;1,5;0,14;0,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;2;69;1;10;11;20;5;45,45;45;23,1;2,1;4,62
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;2;69;2;9;9;18;3;33,33;50;18,5;2,06;6,17
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;2;69;3;11;16;22;5;31,25;27,27;7,5;0,47;1,5
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;3;70;1;7;9;14;5;55,56;35,71;1,7;0,19;0,34
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;3;70;2;5;8;10;1;12,5;20;6;0,75;6
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;3;70;3;6;7;12;0;0;41,67;0;0;0
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;5;71;1;12;10;24;1;10;58,33;1;0,1;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;5;71;2;11;11;22;0;0;50;0;0;0
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;5;71;3;11;15;22;1;6,67;31,82;1;0,07;1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;7;72;1;10;11;20;3;27,27;45;0,3;0,03;0,1
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;7;72;2;9;13;18;3;23,08;27,78;1,1;0,08;0,37
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;7;72;3;11;12;22;3;25;45,45;2;0,17;0,67
1_Mitaca;2021;19/09/21;2;2;18/11/21;60;60;Tto Fungicida;9;I;8;73;1;9;11;18;6;54,55;38,89;1,3;0,12;0,22
